Date,Product,Region,Sales
2013-01-12,Accessory,East,231.73
2013-01-13,Tablet,South,248.89
2013-01-14,Laptop,North,262.07
2013-01-15,Laptop,Central,231.87
2013-01-16,Tablet,East,255.56
2013-01-17,Laptop,South,232.88
2013-01-18,Tablet,North,237.35
2013-01-19,Smartphone,West,218.34
2013-01-20,Smartwatch,South,231.28
2013-01-21,Smartwatch,South,221.43
2013-01-22,Accessory,South,231.68
2013-01-23,Laptop,West,283.26
2013-01-24,Accessory,Central,234.03
2013-01-25,Smartphone,East,324.41
2013-01-26,Smartwatch,Central,271.76
2013-01-27,Smartphone,North,264.87
2013-01-28,Smartphone,East,239.6
2013-01-29,Laptop,North,279.38
2013-01-30,Smartphone,West,248.28
2013-01-31,Smartwatch,Central,266.52
2013-02-01,Accessory,South,328.26
2013-02-02,Smartwatch,East,262.63
2013-02-03,Laptop,South,294.54
2013-02-04,Smartwatch,North,248.99
2013-02-05,Tablet,South,266.45
2013-02-06,Accessory,South,312.34
2013-02-07,Tablet,West,253.13
2013-02-08,Tablet,West,314.85
2013-02-09,Laptop,Central,287.95
2013-02-10,Smartphone,North,256.9
2013-02-11,Tablet,West,287.47
2013-02-12,Smartwatch,West,296.67
2013-02-13,Smartphone,Central,288.58
2013-02-14,Smartwatch,East,234.45
2013-02-15,Smartwatch,Central,256.19
2013-02-16,Smartphone,South,268.83
2013-02-17,Smartphone,South,273.79
2013-02-18,Smartwatch,West,291.8
2013-02-19,Laptop,West,281.34
2013-02-20,Accessory,Central,244.12
2013-02-21,Accessory,Central,287.6
2013-02-22,Laptop,North,293.94
2013-02-23,Smartphone,South,293.24
2013-02-24,Smartwatch,Central,306.83
2013-02-25,Accessory,East,301.2
2013-02-26,Smartwatch,North,292.37
2013-02-27,Laptop,Central,279.66
2013-02-28,Smartwatch,West,240.4
2013-03-01,Laptop,Central,293.16
2013-03-02,Smartphone,West,288.1
2013-03-03,Laptop,West,290.17
2013-03-04,Laptop,South,251.92
2013-03-05,Accessory,South,257.26
2013-03-06,Smartwatch,Central,311.04
2013-03-07,Accessory,Central,284.15
2013-03-08,Tablet,East,302.58
2013-03-09,Laptop,North,286.64
2013-03-10,Tablet,North,287.06
2013-03-11,Accessory,Central,310.13
2013-03-12,Smartwatch,South,274.13
2013-03-13,Accessory,East,289.77
2013-03-14,Smartwatch,North,276.13
2013-03-15,Smartwatch,Central,277.14
2013-03-16,Smartphone,South,280.56
2013-03-17,Laptop,South,294.13
2013-03-18,Accessory,South,276.87
2013-03-19,Smartwatch,West,320.49
2013-03-20,Accessory,South,266.97
2013-03-21,Accessory,Central,284.88
2013-03-22,Smartwatch,East,278.77
2013-03-23,Tablet,Central,326.13
2013-03-24,Laptop,South,295.05
2013-03-25,Laptop,East,316.1
2013-03-26,Smartphone,North,253.32
2013-03-27,Smartphone,North,297.27
2013-03-28,Smartphone,Central,312.95
2013-03-29,Laptop,East,292.88
2013-03-30,Tablet,Central,317.55
2013-03-31,Laptop,East,278.06
2013-04-01,Laptop,East,326.28
2013-04-02,Laptop,Central,348.57
2013-04-03,Laptop,East,282.06
2013-04-04,Tablet,South,280.01
2013-04-05,Smartphone,East,327.48
2013-04-06,Accessory,East,330.63
2013-04-07,Smartphone,Central,278.04
2013-04-08,Smartphone,North,280.56
2013-04-09,Accessory,West,283.97
2013-04-10,Laptop,East,257.33
2013-04-11,Tablet,West,267.89
2013-04-12,Tablet,East,265.65
2013-04-13,Smartphone,Central,271.45
2013-04-14,Accessory,Central,289.65
2013-04-15,Smartwatch,East,296.23
2013-04-16,Laptop,Central,328.98
2013-04-17,Smartphone,Central,265.08
2013-04-18,Tablet,East,314.46
2013-04-19,Accessory,North,284.3
2013-04-20,Accessory,East,288.2
2013-04-21,Smartphone,North,306.08
2013-04-22,Smartwatch,Central,260.9
2013-04-23,Tablet,North,298.27
2013-04-24,Smartphone,Central,292.6
2013-04-25,Smartwatch,North,300.47
2013-04-26,Accessory,North,295.09
2013-04-27,Laptop,East,348.93
2013-04-28,Tablet,North,271.28
2013-04-29,Tablet,Central,273.61
2013-04-30,Smartwatch,East,270.96
2013-05-01,Smartphone,North,272.28
2013-05-02,Accessory,East,269.86
2013-05-03,Smartwatch,West,315.13
2013-05-04,Laptop,East,320.51
2013-05-05,Laptop,West,270.32
2013-05-06,Laptop,West,263.35
2013-05-07,Smartwatch,East,295.51
2013-05-08,Accessory,Central,269.46
2013-05-09,Tablet,Central,298.63
2013-05-10,Smartphone,Central,287.4
2013-05-11,Tablet,South,243.95
2013-05-12,Accessory,West,320.03
2013-05-13,Tablet,East,325.73
2013-05-14,Smartwatch,Central,264.99
2013-05-15,Laptop,Central,270.09
2013-05-16,Accessory,East,286.39
2013-05-17,Accessory,West,287.05
2013-05-18,Tablet,East,294.59
2013-05-19,Smartwatch,South,327.8
2013-05-20,Tablet,South,272.54
2013-05-21,Tablet,East,256.41
2013-05-22,Accessory,West,241.28
2013-05-23,Tablet,Central,256.88
2013-05-24,Laptop,South,273.7
2013-05-25,Tablet,South,318.76
2013-05-26,Laptop,West,260.32
2013-05-27,Accessory,South,278.2
2013-05-28,Smartwatch,South,271.54
2013-05-29,Laptop,West,301.0
2013-05-30,Smartwatch,East,333.78
2013-05-31,Smartwatch,Central,256.66
2013-06-01,Laptop,Central,257.0
2013-06-02,Accessory,South,294.65
2013-06-03,Smartphone,Central,284.89
2013-06-04,Smartwatch,East,313.29
2013-06-05,Smartwatch,South,281.01
2013-06-06,Accessory,Central,256.7
2013-06-07,Accessory,North,279.72
2013-06-08,Tablet,North,291.93
2013-06-09,Accessory,North,283.98
2013-06-10,Smartwatch,North,275.41
2013-06-11,Laptop,North,288.64
2013-06-12,Smartphone,South,290.44
2013-06-13,Tablet,West,295.0
2013-06-14,Laptop,West,275.9
2013-06-15,Smartphone,South,254.73
2013-06-16,Smartphone,South,261.8
2013-06-17,Smartphone,East,287.51
2013-06-18,Laptop,West,236.14
2013-06-19,Tablet,North,264.99
2013-06-20,Tablet,South,245.15
2013-06-21,Smartphone,North,254.91
2013-06-22,Laptop,West,285.35
2013-06-23,Smartphone,Central,257.37
2013-06-24,Accessory,Central,252.95
2013-06-25,Tablet,South,216.99
2013-06-26,Smartwatch,East,268.84
2013-06-27,Smartphone,North,265.51
2013-06-28,Accessory,South,302.65
2013-06-29,Tablet,East,240.06
2013-06-30,Laptop,North,252.43
2013-07-01,Tablet,West,252.37
2013-07-02,Laptop,Central,284.76
2013-07-03,Laptop,East,242.14
2013-07-04,Smartphone,North,250.68
2013-07-05,Smartphone,South,258.1
2013-07-06,Tablet,North,246.76
2013-07-07,Accessory,South,230.12
2013-07-08,Tablet,Central,245.33
2013-07-09,Smartwatch,Central,266.51
2013-07-10,Laptop,North,213.21
2013-07-11,Laptop,North,241.4
2013-07-12,Smartphone,South,219.77
2013-07-13,Accessory,South,266.35
2013-07-14,Smartphone,East,197.61
2013-07-15,Smartwatch,East,220.92
2013-07-16,Tablet,East,243.54
2013-07-17,Tablet,North,272.47
2013-07-18,Accessory,East,230.91
2013-07-19,Smartphone,North,217.9
2013-07-20,Smartphone,Central,278.04
2013-07-21,Smartwatch,West,194.04
2013-07-22,Tablet,Central,174.51
2013-07-23,Smartphone,North,239.73
2013-07-24,Accessory,North,215.43
2013-07-25,Tablet,West,201.7
2013-07-26,Smartwatch,South,244.2
2013-07-27,Accessory,South,231.86
2013-07-28,Laptop,South,210.93
2013-07-29,Smartwatch,East,192.31
2013-07-30,Accessory,South,245.41
2013-07-31,Smartphone,East,239.15
2013-08-01,Laptop,East,219.72
2013-08-02,Smartwatch,South,267.67
2013-08-03,Smartphone,South,194.07
2013-08-04,Laptop,West,182.01
2013-08-05,Tablet,West,202.18
2013-08-06,Smartphone,East,217.68
2013-08-07,Accessory,West,224.25
2013-08-08,Smartwatch,East,211.49
2013-08-09,Laptop,North,225.69
2013-08-10,Smartphone,East,184.98
2013-08-11,Tablet,East,251.74
2013-08-12,Smartwatch,West,212.99
2013-08-13,Smartwatch,North,242.38
2013-08-14,Smartphone,Central,222.43
2013-08-15,Tablet,Central,224.7
2013-08-16,Laptop,Central,226.96
2013-08-17,Smartphone,North,223.35
2013-08-18,Laptop,South,227.68
2013-08-19,Smartwatch,North,244.31
2013-08-20,Laptop,West,215.47
2013-08-21,Tablet,East,227.77
2013-08-22,Accessory,East,207.3
2013-08-23,Tablet,West,245.06
2013-08-24,Laptop,West,191.67
2013-08-25,Smartphone,East,253.13
2013-08-26,Smartwatch,South,206.65
2013-08-27,Accessory,South,171.44
2013-08-28,Smartphone,South,209.98
2013-08-29,Smartphone,West,189.34
2013-08-30,Tablet,East,226.97
2013-08-31,Laptop,East,189.25
2013-09-01,Tablet,East,194.03
2013-09-02,Laptop,North,157.58
2013-09-03,Tablet,North,193.16
2013-09-04,Smartphone,Central,143.53
2013-09-05,Smartwatch,North,164.2
2013-09-06,Laptop,South,222.49
2013-09-07,Accessory,South,222.82
2013-09-08,Accessory,South,213.53
2013-09-09,Smartphone,South,178.44
2013-09-10,Tablet,Central,201.17
2013-09-11,Tablet,South,202.02
2013-09-12,Smartphone,West,172.92
2013-09-13,Accessory,West,239.25
2013-09-14,Accessory,West,223.39
2013-09-15,Tablet,North,195.74
2013-09-16,Laptop,East,201.76
2013-09-17,Smartwatch,Central,206.14
2013-09-18,Laptop,West,149.74
2013-09-19,Accessory,West,194.47
2013-09-20,Laptop,South,183.48
2013-09-21,Smartwatch,West,175.39
2013-09-22,Laptop,South,193.31
2013-09-23,Laptop,South,245.21
2013-09-24,Laptop,East,216.23
2013-09-25,Laptop,North,185.88
2013-09-26,Smartphone,South,214.44
2013-09-27,Accessory,South,235.1
2013-09-28,Smartwatch,East,223.23
2013-09-29,Accessory,South,201.62
2013-09-30,Smartphone,Central,183.98
2013-10-01,Smartphone,North,217.66
2013-10-02,Smartphone,Central,210.1
2013-10-03,Smartphone,West,222.71
2013-10-04,Laptop,North,216.3
2013-10-05,Accessory,West,226.76
2013-10-06,Tablet,South,187.26
2013-10-07,Smartwatch,East,233.71
2013-10-08,Smartphone,Central,205.86
2013-10-09,Accessory,West,252.96
2013-10-10,Smartphone,South,184.03
2013-10-11,Smartphone,Central,244.85
2013-10-12,Smartphone,Central,206.6
2013-10-13,Smartphone,West,185.59
2013-10-14,Smartphone,South,190.01
2013-10-15,Smartwatch,East,194.35
2013-10-16,Accessory,West,213.22
2013-10-17,Smartphone,Central,215.97
2013-10-18,Smartphone,Central,188.85
2013-10-19,Smartphone,North,202.89
2013-10-20,Smartphone,South,257.37
2013-10-21,Laptop,North,247.34
2013-10-22,Laptop,East,215.4
2013-10-23,Tablet,West,205.81
2013-10-24,Smartphone,Central,208.23
2013-10-25,Tablet,South,220.96
2013-10-26,Smartwatch,Central,180.46
2013-10-27,Tablet,North,200.01
2013-10-28,Accessory,North,165.16
2013-10-29,Laptop,West,217.29
2013-10-30,Laptop,South,223.95
2013-10-31,Smartphone,South,196.16
2013-11-01,Smartphone,West,248.07
2013-11-02,Smartwatch,North,178.57
2013-11-03,Smartwatch,North,173.11
2013-11-04,Accessory,North,215.85
2013-11-05,Smartphone,Central,236.95
2013-11-06,Smartphone,East,253.41
2013-11-07,Smartwatch,North,200.4
2013-11-08,Smartwatch,East,239.41
2013-11-09,Smartwatch,East,212.06
2013-11-10,Laptop,South,209.3
2013-11-11,Tablet,West,236.31
2013-11-12,Tablet,Central,231.14
2013-11-13,Smartphone,East,176.04
2013-11-14,Laptop,Central,253.0
2013-11-15,Smartwatch,South,251.24
2013-11-16,Smartphone,North,201.75
2013-11-17,Laptop,East,227.96
2013-11-18,Accessory,West,231.09
2013-11-19,Laptop,South,225.94
2013-11-20,Smartphone,Central,206.37
2013-11-21,Tablet,North,204.04
2013-11-22,Smartwatch,Central,220.91
2013-11-23,Accessory,West,251.59
2013-11-24,Laptop,East,236.6
2013-11-25,Smartphone,West,214.49
2013-11-26,Smartphone,Central,243.8
2013-11-27,Smartwatch,Central,154.05
2013-11-28,Smartphone,West,254.75
2013-11-29,Smartphone,West,183.32
2013-11-30,Smartwatch,West,218.54
2013-12-01,Accessory,North,200.4
2013-12-02,Tablet,Central,196.82
2013-12-03,Tablet,South,259.02
2013-12-04,Laptop,North,219.12
2013-12-05,Accessory,North,240.29
2013-12-06,Laptop,North,231.29
2013-12-07,Tablet,South,245.22
2013-12-08,Smartwatch,West,236.05
2013-12-09,Smartphone,Central,202.9
2013-12-10,Tablet,East,260.73
2013-12-11,Accessory,East,224.34
2013-12-12,Tablet,Central,198.63
2013-12-13,Accessory,South,227.71
2013-12-14,Accessory,East,276.8
2013-12-15,Accessory,North,261.41
2013-12-16,Laptop,East,232.32
2013-12-17,Smartwatch,Central,233.18
2013-12-18,Tablet,North,234.76
2013-12-19,Smartwatch,East,295.61
2013-12-20,Smartphone,Central,254.13
2013-12-21,Tablet,South,256.23
2013-12-22,Smartwatch,Central,272.13
2013-12-23,Smartwatch,South,253.25
2013-12-24,Smartphone,North,241.7
2013-12-25,Accessory,Central,244.18
2013-12-26,Tablet,West,248.2
2013-12-27,Tablet,West,249.97
2013-12-28,Smartphone,West,270.0
2013-12-29,Accessory,West,254.01
2013-12-30,Tablet,West,271.94
2013-12-31,Tablet,South,252.52
2014-01-01,Tablet,Central,257.63
2014-01-02,Accessory,North,206.61
2014-01-03,Smartphone,West,280.39
2014-01-04,Tablet,West,267.05
2014-01-05,Smartwatch,North,284.25
2014-01-06,Accessory,North,187.8
2014-01-07,Laptop,West,313.32
2014-01-08,Smartphone,South,258.52
2014-01-09,Smartwatch,North,290.61
2014-01-10,Tablet,Central,237.81
2014-01-11,Laptop,Central,280.02
2014-01-12,Smartphone,South,239.26
2014-01-13,Accessory,East,250.89
2014-01-14,Laptop,South,315.23
2014-01-15,Laptop,West,263.49
2014-01-16,Smartwatch,East,274.57
2014-01-17,Smartphone,West,291.77
2014-01-18,Smartwatch,Central,283.28
2014-01-19,Smartwatch,North,275.51
2014-01-20,Tablet,West,281.74
2014-01-21,Accessory,Central,333.56
2014-01-22,Laptop,South,272.88
2014-01-23,Smartphone,West,280.2
2014-01-24,Accessory,Central,302.28
2014-01-25,Accessory,North,304.48
2014-01-26,Smartphone,West,307.35
2014-01-27,Accessory,Central,294.47
2014-01-28,Tablet,West,250.74
2014-01-29,Accessory,North,320.96
2014-01-30,Tablet,West,252.26
2014-01-31,Laptop,West,289.28
2014-02-01,Laptop,Central,263.65
2014-02-02,Smartwatch,East,281.68
2014-02-03,Tablet,West,292.27
2014-02-04,Laptop,East,292.85
2014-02-05,Accessory,South,296.12
2014-02-06,Smartphone,West,326.66
2014-02-07,Smartphone,East,298.39
2014-02-08,Tablet,South,281.68
2014-02-09,Smartwatch,Central,312.61
2014-02-10,Accessory,West,318.95
2014-02-11,Tablet,Central,259.22
2014-02-12,Smartphone,South,305.54
2014-02-13,Tablet,Central,308.81
2014-02-14,Accessory,Central,284.51
2014-02-15,Laptop,North,327.01
2014-02-16,Accessory,South,289.51
2014-02-17,Laptop,Central,297.04
2014-02-18,Laptop,East,290.2
2014-02-19,Laptop,South,295.54
2014-02-20,Tablet,North,268.34
2014-02-21,Smartphone,West,260.34
2014-02-22,Tablet,Central,336.79
2014-02-23,Smartphone,East,276.32
2014-02-24,Accessory,North,273.27
2014-02-25,Smartwatch,South,244.77
2014-02-26,Accessory,Central,283.17
2014-02-27,Tablet,North,266.59
2014-02-28,Tablet,North,341.22
2014-03-01,Smartphone,East,325.92
2014-03-02,Tablet,West,283.95
2014-03-03,Laptop,West,357.94
2014-03-04,Tablet,West,326.63
2014-03-05,Smartphone,South,294.41
2014-03-06,Smartphone,North,240.48
2014-03-07,Laptop,South,360.66
2014-03-08,Smartphone,North,269.05
2014-03-09,Smartwatch,East,263.05
2014-03-10,Accessory,East,330.13
2014-03-11,Tablet,South,365.92
2014-03-12,Smartwatch,South,339.89
2014-03-13,Tablet,East,319.71
2014-03-14,Smartwatch,Central,320.81
2014-03-15,Tablet,West,327.58
2014-03-16,Laptop,West,325.52
2014-03-17,Smartphone,East,313.86
2014-03-18,Smartphone,West,309.7
2014-03-19,Laptop,Central,305.78
2014-03-20,Smartwatch,Central,288.73
2014-03-21,Accessory,North,300.79
2014-03-22,Smartwatch,South,265.69
2014-03-23,Smartphone,West,305.75
2014-03-24,Accessory,Central,283.67
2014-03-25,Tablet,South,280.97
2014-03-26,Accessory,South,313.2
2014-03-27,Smartwatch,North,343.64
2014-03-28,Laptop,South,331.92
2014-03-29,Tablet,South,269.81
2014-03-30,Smartwatch,East,284.42
2014-03-31,Tablet,North,332.76
2014-04-01,Accessory,North,284.74
2014-04-02,Smartphone,West,303.73
2014-04-03,Smartwatch,South,323.13
2014-04-04,Laptop,West,285.19
2014-04-05,Accessory,Central,312.03
2014-04-06,Smartwatch,South,276.04
2014-04-07,Laptop,Central,294.33
2014-04-08,Smartwatch,East,317.31
2014-04-09,Accessory,South,269.44
2014-04-10,Smartwatch,West,320.2
2014-04-11,Tablet,West,308.62
2014-04-12,Accessory,South,322.82
2014-04-13,Smartwatch,West,314.49
2014-04-14,Smartphone,South,342.87
2014-04-15,Smartwatch,North,311.75
2014-04-16,Tablet,West,297.73
2014-04-17,Laptop,South,311.35
2014-04-18,Laptop,South,321.69
2014-04-19,Laptop,West,309.12
2014-04-20,Smartphone,North,308.7
2014-04-21,Tablet,West,289.91
2014-04-22,Accessory,South,290.64
2014-04-23,Laptop,North,271.9
2014-04-24,Tablet,Central,350.43
2014-04-25,Smartwatch,East,275.31
2014-04-26,Smartphone,West,288.79
2014-04-27,Tablet,South,287.84
2014-04-28,Tablet,North,327.85
2014-04-29,Accessory,North,297.76
2014-04-30,Tablet,Central,335.98
2014-05-01,Accessory,West,287.58
2014-05-02,Smartphone,North,311.02
2014-05-03,Smartphone,Central,282.77
2014-05-04,Smartwatch,South,356.88
2014-05-05,Accessory,Central,273.15
2014-05-06,Accessory,West,310.15
2014-05-07,Laptop,Central,317.81
2014-05-08,Laptop,North,311.86
2014-05-09,Smartwatch,North,296.42
2014-05-10,Smartphone,East,297.33
2014-05-11,Laptop,Central,301.19
2014-05-12,Tablet,South,295.92
2014-05-13,Smartphone,West,323.18
2014-05-14,Tablet,East,353.83
2014-05-15,Accessory,Central,284.09
2014-05-16,Smartphone,South,263.24
2014-05-17,Smartwatch,East,294.73
2014-05-18,Accessory,North,360.87
2014-05-19,Accessory,West,275.71
2014-05-20,Tablet,Central,336.19
2014-05-21,Accessory,South,336.56
2014-05-22,Laptop,North,280.18
2014-05-23,Smartphone,East,307.63
2014-05-24,Laptop,West,333.49
2014-05-25,Tablet,East,282.67
2014-05-26,Tablet,East,286.42
2014-05-27,Smartphone,South,276.32
2014-05-28,Accessory,North,264.83
2014-05-29,Smartwatch,Central,273.3
2014-05-30,Tablet,South,258.26
2014-05-31,Smartphone,West,289.03
2014-06-01,Smartwatch,East,268.24
2014-06-02,Accessory,West,292.64
2014-06-03,Tablet,South,247.19
2014-06-04,Smartphone,South,293.65
2014-06-05,Smartphone,Central,305.5
2014-06-06,Smartphone,East,234.09
2014-06-07,Tablet,South,292.55
2014-06-08,Smartwatch,West,313.16
2014-06-09,Smartphone,Central,251.48
2014-06-10,Accessory,West,322.79
2014-06-11,Smartphone,East,290.7
2014-06-12,Smartwatch,Central,261.84
2014-06-13,Tablet,Central,277.3
2014-06-14,Smartphone,Central,291.89
2014-06-15,Smartphone,North,279.06
2014-06-16,Accessory,Central,289.85
2014-06-17,Accessory,West,252.58
2014-06-18,Smartphone,West,279.05
2014-06-19,Smartphone,East,238.68
2014-06-20,Accessory,South,270.45
2014-06-21,Smartwatch,South,249.84
2014-06-22,Laptop,North,253.25
2014-06-23,Laptop,Central,301.74
2014-06-24,Smartphone,North,297.32
2014-06-25,Accessory,East,284.46
2014-06-26,Tablet,East,241.12
2014-06-27,Tablet,South,259.71
2014-06-28,Laptop,East,297.14
2014-06-29,Smartwatch,Central,269.55
2014-06-30,Laptop,West,323.18
2014-07-01,Smartphone,East,274.22
2014-07-02,Smartwatch,North,268.38
2014-07-03,Tablet,Central,255.04
2014-07-04,Accessory,East,265.3
2014-07-05,Accessory,East,257.34
2014-07-06,Smartphone,Central,278.04
2014-07-07,Laptop,East,283.45
2014-07-08,Smartphone,West,239.08
2014-07-09,Accessory,South,224.64
2014-07-10,Tablet,Central,211.22
2014-07-11,Accessory,North,269.02
2014-07-12,Smartwatch,East,227.94
2014-07-13,Accessory,South,200.91
2014-07-14,Accessory,North,263.65
2014-07-15,Smartwatch,North,315.47
2014-07-16,Laptop,West,252.21
2014-07-17,Accessory,South,272.54
2014-07-18,Smartphone,Central,252.85
2014-07-19,Accessory,South,247.55
2014-07-20,Smartphone,South,272.23
2014-07-21,Smartwatch,North,241.24
2014-07-22,Accessory,West,254.42
2014-07-23,Smartwatch,West,255.02
2014-07-24,Smartwatch,South,229.52
2014-07-25,Laptop,South,270.28
2014-07-26,Accessory,East,240.37
2014-07-27,Smartphone,North,225.12
2014-07-28,Smartphone,Central,256.7
2014-07-29,Accessory,Central,220.1
2014-07-30,Laptop,West,242.56
2014-07-31,Laptop,North,240.92
2014-08-01,Laptop,West,267.59
2014-08-02,Smartphone,Central,251.62
2014-08-03,Smartwatch,South,238.45
2014-08-04,Laptop,North,258.84
2014-08-05,Smartphone,North,272.48
2014-08-06,Smartphone,East,251.01
2014-08-07,Smartwatch,South,236.67
2014-08-08,Accessory,South,202.98
2014-08-09,Accessory,West,208.51
2014-08-10,Laptop,North,226.88
2014-08-11,Laptop,West,218.66
2014-08-12,Smartwatch,South,228.62
2014-08-13,Laptop,East,234.11
2014-08-14,Smartwatch,North,245.35
2014-08-15,Smartphone,South,229.77
2014-08-16,Laptop,East,243.13
2014-08-17,Smartphone,Central,232.02
2014-08-18,Tablet,South,180.48
2014-08-19,Smartwatch,Central,205.85
2014-08-20,Tablet,West,225.2
2014-08-21,Laptop,Central,198.05
2014-08-22,Smartphone,South,242.79
2014-08-23,Laptop,Central,265.57
2014-08-24,Tablet,North,257.29
2014-08-25,Laptop,South,221.02
2014-08-26,Accessory,East,263.17
2014-08-27,Tablet,Central,229.18
2014-08-28,Laptop,North,216.6
2014-08-29,Smartphone,West,209.28
2014-08-30,Laptop,West,216.65
2014-08-31,Smartphone,Central,214.11
2014-09-01,Accessory,West,227.7
2014-09-02,Laptop,East,227.08
2014-09-03,Accessory,South,222.79
2014-09-04,Tablet,North,233.3
2014-09-05,Smartphone,Central,251.81
2014-09-06,Tablet,West,245.47
2014-09-07,Smartphone,South,184.31
2014-09-08,Accessory,East,157.29
2014-09-09,Smartwatch,West,244.23
2014-09-10,Laptop,West,186.44
2014-09-11,Accessory,North,214.74
2014-09-12,Smartphone,East,190.88
2014-09-13,Smartphone,East,174.86
2014-09-14,Smartphone,Central,233.24
2014-09-15,Smartphone,North,238.5
2014-09-16,Laptop,Central,204.93
2014-09-17,Tablet,North,154.4
2014-09-18,Smartwatch,East,205.38
2014-09-19,Laptop,North,228.7
2014-09-20,Smartphone,North,181.81
2014-09-21,Laptop,North,223.26
2014-09-22,Accessory,South,218.21
2014-09-23,Smartphone,South,233.0
2014-09-24,Smartwatch,East,221.45
2014-09-25,Smartphone,North,194.08
2014-09-26,Smartwatch,East,248.29
2014-09-27,Smartwatch,South,214.4
2014-09-28,Tablet,North,217.68
2014-09-29,Tablet,Central,195.05
2014-09-30,Laptop,South,207.32
2014-10-01,Laptop,South,196.33
2014-10-02,Smartwatch,South,214.18
2014-10-03,Smartphone,North,261.37
2014-10-04,Accessory,West,184.37
2014-10-05,Accessory,Central,178.43
2014-10-06,Smartphone,Central,255.67
2014-10-07,Smartphone,East,213.79
2014-10-08,Tablet,North,202.44
2014-10-09,Accessory,South,245.33
2014-10-10,Smartwatch,West,204.37
2014-10-11,Laptop,North,265.35
2014-10-12,Tablet,North,236.85
2014-10-13,Accessory,West,207.92
2014-10-14,Smartphone,South,274.29
2014-10-15,Accessory,North,205.46
2014-10-16,Smartwatch,Central,239.42
2014-10-17,Tablet,Central,228.63
2014-10-18,Smartphone,West,253.98
2014-10-19,Smartwatch,South,260.78
2014-10-20,Laptop,West,222.86
2014-10-21,Tablet,North,203.56
2014-10-22,Smartwatch,Central,234.25
2014-10-23,Smartwatch,East,206.17
2014-10-24,Smartphone,West,273.82
2014-10-25,Laptop,East,227.29
2014-10-26,Smartwatch,East,215.14
2014-10-27,Tablet,Central,229.31
2014-10-28,Smartwatch,West,191.44
2014-10-29,Accessory,East,201.27
2014-10-30,Tablet,North,256.03
2014-10-31,Tablet,South,210.07
2014-11-01,Smartwatch,South,200.8
2014-11-02,Smartphone,Central,240.88
2014-11-03,Tablet,West,257.61
2014-11-04,Accessory,West,246.46
2014-11-05,Smartphone,South,253.92
2014-11-06,Smartphone,North,210.65
2014-11-07,Smartphone,South,194.58
2014-11-08,Tablet,South,268.22
2014-11-09,Smartphone,West,223.2
2014-11-10,Smartwatch,East,225.59
2014-11-11,Smartphone,North,265.67
2014-11-12,Accessory,West,246.98
2014-11-13,Laptop,South,245.1
2014-11-14,Accessory,East,288.46
2014-11-15,Tablet,North,218.9
2014-11-16,Smartphone,Central,258.84
2014-11-17,Smartphone,North,237.74
2014-11-18,Smartwatch,North,243.7
2014-11-19,Smartphone,South,275.89
2014-11-20,Accessory,South,251.07
2014-11-21,Tablet,Central,252.54
2014-11-22,Laptop,Central,266.61
2014-11-23,Smartphone,Central,231.4
2014-11-24,Laptop,West,220.28
2014-11-25,Smartphone,West,215.88
2014-11-26,Tablet,South,193.6
2014-11-27,Accessory,South,294.92
2014-11-28,Tablet,Central,216.7
2014-11-29,Laptop,West,239.53
2014-11-30,Smartphone,East,238.93
2014-12-01,Laptop,West,254.32
2014-12-02,Accessory,South,267.83
2014-12-03,Tablet,West,269.76
2014-12-04,Laptop,South,234.48
2014-12-05,Laptop,Central,245.7
2014-12-06,Accessory,Central,257.77
2014-12-07,Smartphone,Central,245.32
2014-12-08,Laptop,East,292.56
2014-12-09,Accessory,East,265.5
2014-12-10,Smartphone,South,272.45
2014-12-11,Smartphone,North,271.5
2014-12-12,Tablet,East,285.13
2014-12-13,Accessory,South,261.18
2014-12-14,Smartphone,West,225.11
2014-12-15,Tablet,Central,268.4
2014-12-16,Smartwatch,Central,243.0
2014-12-17,Accessory,Central,246.95
2014-12-18,Smartwatch,South,275.71
2014-12-19,Smartphone,Central,292.9
2014-12-20,Accessory,East,263.37
2014-12-21,Tablet,West,271.45
2014-12-22,Smartphone,Central,307.18
2014-12-23,Accessory,South,271.55
2014-12-24,Accessory,West,331.47
2014-12-25,Smartwatch,Central,281.47
2014-12-26,Smartphone,North,224.22
2014-12-27,Tablet,Central,287.98
2014-12-28,Tablet,East,279.59
2014-12-29,Smartphone,West,303.21
2014-12-30,Smartphone,East,288.7
2014-12-31,Laptop,North,269.32
2015-01-01,Smartwatch,North,243.3
2015-01-02,Smartphone,East,269.59
2015-01-03,Smartphone,West,254.47
2015-01-04,Laptop,North,262.12
2015-01-05,Laptop,North,292.26
2015-01-06,Accessory,Central,320.2
2015-01-07,Tablet,South,289.22
2015-01-08,Smartwatch,North,250.36
2015-01-09,Accessory,West,292.28
2015-01-10,Smartphone,West,311.97
2015-01-11,Laptop,Central,267.71
2015-01-12,Tablet,West,280.5
2015-01-13,Accessory,Central,285.11
2015-01-14,Tablet,North,266.0
2015-01-15,Laptop,North,302.72
2015-01-16,Accessory,North,284.37
2015-01-17,Accessory,North,298.75
2015-01-18,Tablet,South,266.95
2015-01-19,Laptop,South,279.07
2015-01-20,Smartphone,North,308.92
2015-01-21,Accessory,West,282.4
2015-01-22,Smartphone,Central,335.75
2015-01-23,Laptop,East,283.43
2015-01-24,Accessory,Central,299.88
2015-01-25,Accessory,East,318.41
